Year,Species,Stock,ESU,ER,Citation
2005,Chinook,SRH,Oregon Coast Chinook salmon,0.712,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2006,Chinook,SRH,Oregon Coast Chinook salmon,0.818,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2007,Chinook,SRH,Oregon Coast Chinook salmon,0.599,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2008,Chinook,SRH,Oregon Coast Chinook salmon,0.463,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2009,Chinook,SRH,Oregon Coast Chinook salmon,0.651,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2010,Chinook,SRH,Oregon Coast Chinook salmon,0.662,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2011,Chinook,SRH,Oregon Coast Chinook salmon,0.561,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2012,Chinook,SRH,Oregon Coast Chinook salmon,0.642,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2013,Chinook,SRH,Oregon Coast Chinook salmon,0.468,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2014,Chinook,SRH,Oregon Coast Chinook salmon,0.438,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2015,Chinook,SRH,Oregon Coast Chinook salmon,0.427,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2016,Chinook,SRH,Oregon Coast Chinook salmon,0.482,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,SRH,Oregon Coast Chinook salmon,0.464,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,SRH,Oregon Coast Chinook salmon,0.783,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,SRH,Oregon Coast Chinook salmon,0.402,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,SRH,Oregon Coast Chinook salmon,0.397,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
2022,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1974,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1975,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1976,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1977,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1978,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1979,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1980,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1981,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1982,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1983,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1984,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1985,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1986,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.898,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.867,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.628,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.55,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1991,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1992,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1993,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.85,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1995,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.638,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.256,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.461,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1999,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2000,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2001,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2002,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2003,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2004,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2005,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2006,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2007,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2008,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2009,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2010,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2011,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2012,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2013,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2014,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2015,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2016,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.303,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.434,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.276,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.284,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,ELW,Puget Sound Chinook Salmon ESU,0.211,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
2022,Chinook,ELW,Puget Sound Chinook Salmon ESU,NA,NA
1974,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1975,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1976,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1977,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1978,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1979,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1980,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1981,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1982,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.794,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1983,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.882,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.851,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1986,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1987,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1988,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1989,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.893,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.94,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.866,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.935,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.845,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,GAD,Puget Sound Chinook Salmon ESU,NA,NA
1995,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.547,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.437,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.4,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.336,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1999,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.36,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.598,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2001,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.516,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.586,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.555,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.508,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2005,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.586,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2006,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.523,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2007,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.608,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2008,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.442,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2009,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.449,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2010,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.58,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2011,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.474,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2012,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.604,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2013,Chinook,GAD,Puget Sound Chinook Salmon ESU,0.452,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
